name,description,location,tags,coordinates.latitude,coordinates.longitude,source_folder,source_file
Badehane,No description available,Türkiye/İstanbul,['bar'],41.0287835,28.9742171,nodes,amenity.json
Börekçi,No description available,Türkiye/İstanbul,['fast_food'],41.0341142,28.9767629,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0448379,29.0452112,nodes,amenity.json
Poğaçacı,No description available,Türkiye/İstanbul,['restaurant'],41.0847588,29.0429654,nodes,amenity.json
Mustafa Abi,No description available,Türkiye/İstanbul,['cafe'],41.0334521,28.9764018,nodes,amenity.json
Atrium AVM,No description available,Türkiye/İstanbul,['cafe'],40.9886935,28.845554,nodes,amenity.json
Yunus Emre Kültür Merkezi,No description available,Türkiye/İstanbul,['theatre'],40.9886069,28.8483084,nodes,amenity.json
Yemek - 24 saat açık,No description available,Türkiye/İstanbul,['fast_food'],41.034356,28.9821147,nodes,amenity.json
Lita Mantı,No description available,Türkiye/İstanbul,['restaurant'],40.98107,29.0235259,nodes,amenity.json
Börekci,No description available,Türkiye/İstanbul,['fast_food'],41.0346349,28.976516,nodes,amenity.json
Salih Pastanesi,No description available,Türkiye/İstanbul,['fast_food'],41.0149131,28.9283835,nodes,amenity.json
İHE,No description available,Türkiye/İstanbul,['fast_food'],41.015753,28.9317614,nodes,amenity.json
İstanbul Halk Ekmek,No description available,Türkiye/İstanbul,['fast_food'],41.0147864,28.9280141,nodes,amenity.json
Damak Special,No description available,Türkiye/İstanbul,['fast_food'],41.0132995,28.9337615,nodes,amenity.json
Konyalı Restaurant,Restaurant setting with a la carte and self serve. Extortionate prices.,Türkiye/İstanbul,['restaurant'],41.013559,28.9858813,nodes,amenity.json
Pidem,No description available,Türkiye/İstanbul,['fast_food'],41.0156582,28.9299922,nodes,amenity.json
Lider Kokoreç,No description available,Türkiye/İstanbul,['fast_food'],41.0156094,28.9298283,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.016039,28.9299858,nodes,amenity.json
Marmara 3 Döner&Kumru,No description available,Türkiye/İstanbul,['restaurant'],41.0132362,28.932247,nodes,amenity.json
Seren Pastanesi,No description available,Türkiye/İstanbul,['fast_food'],41.0155127,28.9293463,nodes,amenity.json
Paribu Cineverse,No description available,ISTANBUL / Şişli,['cinema'],41.0625923,28.9936569,nodes,amenity.json
Imroz,No description available,Türkiye/İstanbul,['restaurant'],41.0347422,28.9780262,nodes,amenity.json
Fishvar,Fish,Türkiye/İstanbul,['restaurant'],41.114686,29.058002,nodes,amenity.json
Simitçi,No description available,Türkiye/İstanbul,['fast_food'],41.0151565,28.9329464,nodes,amenity.json
Le Caïque,No description available,Türkiye/İstanbul,['restaurant'],41.0265461,28.9580915,nodes,amenity.json
Cibali,No description available,Türkiye/İstanbul,['restaurant'],41.0266817,28.9577591,nodes,amenity.json
Nev-i,No description available,Türkiye/İstanbul,['cafe'],41.0277032,28.9565791,nodes,amenity.json
Bahçelievler Evlendirme Dairesi&Kültür Merkezi,No description available,Türkiye/İstanbul,['theatre'],40.9999995,28.8616335,nodes,amenity.json
Barbaros Cafe,"Nargile, Shisha, water-pipe",Türkiye/İstanbul,['cafe'],41.0416203,29.0085416,nodes,amenity.json
Ayasofia Dönercisi,No description available,Istanbul,['fast_food'],41.0103592,28.9788951,nodes,amenity.json
Sultan Mehmet Restaurant & Cafe,No description available,Türkiye/İstanbul,['restaurant'],41.009905,28.9788475,nodes,amenity.json
The Port Shield Pub & Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.011978,28.9782237,nodes,amenity.json
360 Istanbul,No description available,İstanbul,['bar'],41.032744,28.9767231,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.0338973,28.9780052,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.0454981,29.0069956,nodes,amenity.json
Check Up Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0157979,28.9298829,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],40.8888932,29.1824704,nodes,amenity.json
Gelik,No description available,Türkiye/İstanbul,['restaurant'],40.9821806,28.8909388,nodes,amenity.json
Keyf-i Sadabat Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0657829,28.9603898,nodes,amenity.json
Erguvan,No description available,Türkiye/İstanbul,['cafe'],40.9982201,29.1458844,nodes,amenity.json
Sultanahmet köftecisi,No description available,Türkiye/İstanbul,['restaurant'],40.9974053,29.1454225,nodes,amenity.json
Kız Kulesi,No description available,Üsküdar - Istanbul,['restaurant'],41.0211236,29.0040752,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],40.9586557,28.8389158,nodes,amenity.json
zeythin,No description available,Türkiye/İstanbul,['restaurant'],40.9781809,29.1070318,nodes,amenity.json
Kolombo Kebap,No description available,İstanbul,['restaurant'],40.9819815,29.0229913,nodes,amenity.json
Beyaz Fırın - Erenköy,No description available,Kadıköy İSTANBUL,['cafe'],40.9641098,29.0705619,nodes,amenity.json
Baylan Pastanesi,No description available,ISTANBUL,['cafe'],40.9903722,29.0237797,nodes,amenity.json
Meşhur Dondurmacı Ali Usta,No description available,İstanbul,['ice_cream'],40.9815694,29.0228301,nodes,amenity.json
Ali Muhiddin Hacı Bekir,No description available,İstanbul,['cafe'],40.9903002,29.0237155,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],41.0618569,28.6878197,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.1773925,29.0936969,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.1776512,29.0955312,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.1779064,29.0947642,nodes,amenity.json
Taskin Kofte,No description available,Türkiye/İstanbul,['restaurant'],41.0708579,29.0425191,nodes,amenity.json
Özsüt,No description available,Türkiye/İstanbul,['cafe'],40.9986394,28.8735705,nodes,amenity.json
Çiya Kebap 2,No description available,Türkiye/İstanbul,['restaurant'],40.989463,29.0243594,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],40.90824,29.0554,nodes,amenity.json
Kalpazankaya Restaurant,No description available,Türkiye/İstanbul,['restaurant'],40.8781894,29.0535953,nodes,amenity.json
Azcı,No description available,Türkiye/İstanbul,['restaurant'],40.9833314,28.7313017,nodes,amenity.json
Mavra Café,No description available,Istanbul,['cafe'],41.027372,28.9757794,nodes,amenity.json
Ege Rum Meyhanesi,No description available,Türkiye/İstanbul,['restaurant'],41.0242307,28.9739726,nodes,amenity.json
Roxy Bar,No description available,Türkiye/İstanbul,['bar'],41.0336163,28.9845243,nodes,amenity.json
Ada Cafe + Bookstore,No description available,Türkiye/İstanbul,['cafe'],41.0305409,28.9754853,nodes,amenity.json
Ara Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0329983,28.9770706,nodes,amenity.json
Holly Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0323367,28.9809571,nodes,amenity.json
Fıccın,No description available,Türkiye/İstanbul,['restaurant'],41.0325552,28.9757155,nodes,amenity.json
Çok Çok Thai Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0327089,28.9751817,nodes,amenity.json
House Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0289314,28.9739962,nodes,amenity.json
Cafe Grand Boulevard,No description available,Türkiye/İstanbul,['cafe'],41.0334249,28.9759924,nodes,amenity.json
Süslü Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0439797,28.9947939,nodes,amenity.json
Paribu Cineverse Viaport,No description available,Türkiye/İstanbul,['cinema'],40.9378231,29.3246288,nodes,amenity.json
Servet Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0309828,28.9900897,nodes,amenity.json
Cafe Susam,No description available,Türkiye/İstanbul,['cafe'],41.0307319,28.9851198,nodes,amenity.json
Firuz Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0310597,28.9824078,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0317219,28.9906491,nodes,amenity.json
Ottaman Burger,No description available,Türkiye/İstanbul,['restaurant'],41.0296393,28.9750264,nodes,amenity.json
Helvetia,No description available,Türkiye/İstanbul,['restaurant'],41.0290262,28.9740554,nodes,amenity.json
Koska,No description available,Türkiye/İstanbul,['restaurant'],40.9987829,28.6983069,nodes,amenity.json
Falafel Veggie,No description available,Türkiye/İstanbul,['restaurant'],41.0511155,28.9926497,nodes,amenity.json
Loving Hut,No description available,Türkiye/İstanbul,['restaurant'],41.0439223,29.002724,nodes,amenity.json
Harvest Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0302833,29.2588446,nodes,amenity.json
Caffè Nero,No description available,Türkiye/İstanbul,['cafe'],41.031455,29.259062,nodes,amenity.json
Akkol,No description available,Türkiye/İstanbul,['restaurant'],41.0317585,29.2595179,nodes,amenity.json
Gelik ET Ataköy Istanbul,No description available,Türkiye/İstanbul,['restaurant'],40.9739968,28.87392,nodes,amenity.json
Adriano Kumpir Cafe,No description available,Türkiye/İstanbul,['cafe'],40.9742077,28.8753382,nodes,amenity.json
AnadoluM Türkü Evi Bakırköy,No description available,Türkiye/İstanbul,['cafe'],40.9741576,28.8747572,nodes,amenity.json
Cafe Wien,No description available,Türkiye/İstanbul,['cafe'],40.9741588,28.8749403,nodes,amenity.json
Efes,No description available,Türkiye/İstanbul,['cafe'],40.9750307,28.8780973,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],40.9836597,29.0395575,nodes,amenity.json
Cheers Soul Kitchen,No description available,istanbul,['restaurant'],41.0026967,28.9742648,nodes,amenity.json
Boukoleon Fish Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0029302,28.9755855,nodes,amenity.json
Sultan’s Inn,No description available,Türkiye/İstanbul,"['hotel', 'restaurant']",41.0031733,28.9745331,nodes,amenity.json
Lacivert,No description available,Türkiye/İstanbul,['restaurant'],41.0913113,29.0666699,nodes,amenity.json
Sunset,No description available,Türkiye/İstanbul,['restaurant'],41.0640804,29.0331316,nodes,amenity.json
Komşu Fırın,No description available,İstanbul,['fast_food'],41.0041002,29.0443078,nodes,amenity.json
Daruzziyafe,No description available,Türkiye/İstanbul,['restaurant'],41.0166939,28.9625453,nodes,amenity.json
kaktüs,No description available,Türkiye/İstanbul,['cafe'],40.9932197,28.7952826,nodes,amenity.json
galata pilavcisi,No description available,Türkiye/İstanbul,['fast_food'],41.0253719,28.975004,nodes,amenity.json
Merkez Köfte Salonu,No description available,Türkiye/İstanbul,['restaurant'],41.2580358,28.4183384,nodes,amenity.json
Karakol Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0092963,28.9810833,nodes,amenity.json
Sarnic Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0098698,28.9795524,nodes,amenity.json
Sofia,No description available,Türkiye/İstanbul,['restaurant'],41.0097888,28.9794451,nodes,amenity.json
Midpoint,No description available,Türkiye/İstanbul,['restaurant'],40.9789941,28.8505814,nodes,amenity.json
Giritli,No description available,İstanbul,['restaurant'],41.0036587,28.9807319,nodes,amenity.json
Mangal Keyfi,No description available,Türkiye/İstanbul,['restaurant'],41.036163,28.979663,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],40.9743673,28.8753958,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],40.9839912,29.0239803,nodes,amenity.json
Allsports Cafe,No description available,Türkiye/İstanbul,['restaurant'],41.0806378,29.0355521,nodes,amenity.json
Starbucks,No description available,Türkiye/İstanbul,['cafe'],41.063447,28.9915469,nodes,amenity.json
Starbucks,No description available,Türkiye/İstanbul,['cafe'],41.076676,29.026445,nodes,amenity.json
Fırtına Restoran,No description available,Türkiye/İstanbul,['restaurant'],40.9490212,29.1062056,nodes,amenity.json
KORNER BEER HOUSE,No description available,Türkiye/İstanbul,['pub'],41.0128224,28.6440489,nodes,amenity.json
Cafe Mania,No description available,Türkiye/İstanbul,['cafe'],41.0122518,28.6437778,nodes,amenity.json
Ozsut,No description available,Türkiye/İstanbul,['cafe'],41.0122456,28.6438343,nodes,amenity.json
SAH BAR,No description available,Türkiye/İstanbul,['pub'],41.0082746,28.9765837,nodes,amenity.json
Pelit Pastanesi,No description available,Türkiye/İstanbul,['cafe'],40.9781481,29.0778894,nodes,amenity.json
Murat Karadeniz Pide,No description available,Türkiye/İstanbul,['restaurant'],40.977739,29.0802212,nodes,amenity.json
Cızbız Köfte,No description available,Türkiye/İstanbul,['restaurant'],40.9772048,29.0792173,nodes,amenity.json
Starbucks,No description available,Türkiye/İstanbul,['cafe'],41.0067484,28.6571048,nodes,amenity.json
McDonald's,No description available,Türkiye/İstanbul,['fast_food'],41.0068718,28.6572969,nodes,amenity.json
Favori Sinemaları,No description available,Türkiye/İstanbul,['cinema'],41.0115191,28.6492713,nodes,amenity.json
WestMix,No description available,Türkiye/İstanbul,['restaurant'],40.9908849,28.7142416,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],40.9240278,29.1263086,nodes,amenity.json
Karaköy Lokantası,No description available,Türkiye/İstanbul,['restaurant'],41.0245922,28.980028,nodes,amenity.json
Cankurtaran Öğretmenevi,No description available,İstanbul,['restaurant'],41.0041488,28.9821511,nodes,amenity.json
Kristal Büfe Caddebostan,No description available,Türkiye/İstanbul,['fast_food'],40.9719277,29.0594035,nodes,amenity.json
Asmalı Cafe,No description available,Türkiye/İstanbul,['cafe'],40.8764003,29.2425109,nodes,amenity.json
Kino Garden,No description available,Türkiye/İstanbul,['bar'],41.030045,28.974339,nodes,amenity.json
Sensus Wine Boutique,No description available,Türkiye/İstanbul,['bar'],41.025676,28.973884,nodes,amenity.json
Mihri,No description available,Türkiye/İstanbul,['restaurant'],41.0072661,28.9791652,nodes,amenity.json
Movieplex,No description available,Türkiye/İstanbul,['cinema'],41.0082942,28.9712832,nodes,amenity.json
Ming Garden,No description available,Türkiye/İstanbul,['restaurant'],41.0395558,28.9847147,nodes,amenity.json
Culture Romans,No description available,Türkiye/İstanbul,['cafe'],41.0261695,28.9814634,nodes,amenity.json
Montreal,No description available,Türkiye/İstanbul,['bar'],41.029754,28.97494,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0248879,28.9741844,nodes,amenity.json
Gaya,No description available,Türkiye/İstanbul,['restaurant'],41.0395385,28.9834201,nodes,amenity.json
Taksim Karaoke,No description available,Türkiye/İstanbul,['restaurant'],41.0397676,28.985416,nodes,amenity.json
Udonya Japanese Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0405112,28.9853334,nodes,amenity.json
Divella,No description available,Türkiye/İstanbul,['restaurant'],41.0064234,28.9808349,nodes,amenity.json
Cistern Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0099971,28.9794755,nodes,amenity.json
Derviş Cafe,No description available,Türkiye/İstanbul,['fast_food'],41.006557,28.978369,nodes,amenity.json
Karina Fish House,No description available,Türkiye/İstanbul,['restaurant'],41.0030316,28.9753442,nodes,amenity.json
Korean Chinese,No description available,Türkiye/İstanbul,['restaurant'],41.0033965,28.9742599,nodes,amenity.json
Nostra Casa,No description available,Türkiye/İstanbul,['restaurant'],41.0031267,28.9743156,nodes,amenity.json
Seoul II Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0053655,28.9800889,nodes,amenity.json
Ciğerci Hulusi,No description available,Türkiye/İstanbul,['fast_food'],40.989147,29.0226195,nodes,amenity.json
uğur cafe caybahcesi,No description available,Türkiye/İstanbul,['cafe'],40.9971177,29.0482829,nodes,amenity.json
Beer House,No description available,Türkiye/İstanbul,['bar'],41.0347427,28.9783535,nodes,amenity.json
Club Zarife,No description available,Türkiye/İstanbul,['bar'],41.0346224,28.9784114,nodes,amenity.json
Komün,No description available,Türkiye/İstanbul,['restaurant'],41.0278772,28.9738042,nodes,amenity.json
Kaşıkçı Pilav,No description available,Türkiye/İstanbul,['restaurant'],41.086955,29.006026,nodes,amenity.json
Pehlivan,No description available,Türkiye/İstanbul,['restaurant'],40.9905661,29.0247947,nodes,amenity.json
Hasret Çayocağı,No description available,Türkiye/İstanbul,['cafe'],40.9901587,29.0273657,nodes,amenity.json
Paşa Çadırı,No description available,Türkiye/İstanbul,['restaurant'],41.049468,29.0762049,nodes,amenity.json
Starbucks,No description available,Türkiye/İstanbul,['cafe'],41.0116374,29.0389765,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['bar'],41.0114442,29.0383269,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],41.0089196,28.6255188,nodes,amenity.json
Doğal Köyüm,No description available,Türkiye/İstanbul,['cafe'],41.0078914,28.6285336,nodes,amenity.json
Starbucks,No description available,Türkiye/İstanbul,['cafe'],40.9783506,28.8509544,nodes,amenity.json
Big Chef's,No description available,Türkiye/İstanbul,['restaurant'],40.978235,28.8510293,nodes,amenity.json
Paribu Cineverse,No description available,Türkiye/İstanbul,['cinema'],40.9790187,28.8500956,nodes,amenity.json
Midpoint,No description available,Türkiye/İstanbul,['restaurant'],40.9773026,28.8721529,nodes,amenity.json
Mado,No description available,Türkiye/İstanbul,['cafe'],41.0438739,29.0438237,nodes,amenity.json
Beylerbeyi Profiterol,No description available,Türkiye/İstanbul,['cafe'],41.0439689,29.0440623,nodes,amenity.json
Tepeli Restaturant,No description available,Türkiye/İstanbul,['restaurant'],40.9025075,29.2159761,nodes,amenity.json
Lokanta,No description available,Türkiye/İstanbul,['restaurant'],41.00513,28.96371,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.0076113,28.9758611,nodes,amenity.json
KARDEŞLER LOKANTASI,No description available,Türkiye/İstanbul,['restaurant'],41.0665216,28.973324,nodes,amenity.json
Kahve Dünyası,No description available,Türkiye/İstanbul,['cafe'],41.0625786,28.6854147,nodes,amenity.json
Starbucks,No description available,İstanbul,['cafe'],41.0144807,28.9450856,nodes,amenity.json
Starbucks,No description available,İstanbul,['cafe'],40.9711603,29.0841418,nodes,amenity.json
Çukurcuma Köftecisi,No description available,Türkiye/İstanbul,['restaurant'],41.0323733,28.9808497,nodes,amenity.json
Türkmen Cafe,No description available,Istanbul,['cafe'],41.0863967,29.0060289,nodes,amenity.json
Nejat Uygur Sahnesi,No description available,Türkiye/İstanbul,['theatre'],41.1707061,29.0537848,nodes,amenity.json
Sarıyer Spor Kulübü Kafeteryası,No description available,Türkiye/İstanbul,['cafe'],41.1689798,29.0586933,nodes,amenity.json
Meşhur Sarıyer Börekçisi,No description available,Türkiye/İstanbul,['cafe'],41.1688849,29.0576874,nodes,amenity.json
Sarıyer Hünkar Börekçisi,No description available,Türkiye/İstanbul,['cafe'],41.1675805,29.0573066,nodes,amenity.json
Tarihi Sarıyer Muhallebicisi,No description available,Türkiye/İstanbul,['cafe'],41.1684831,29.057159,nodes,amenity.json
Yenimahalle Astsubay Orduevi,No description available,Türkiye/İstanbul,['restaurant'],41.1722647,29.0659218,nodes,amenity.json
McDonald's,No description available,Türkiye/İstanbul,['fast_food'],40.9927725,29.1277292,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['cafe'],41.0833743,29.0531835,nodes,amenity.json
Just Bar,No description available,Türkiye/İstanbul,['bar'],41.0059332,28.9808966,nodes,amenity.json
The North Shields Pub,No description available,Türkiye/İstanbul,['pub'],41.0518342,28.9652973,nodes,amenity.json
Dedeman Roof Bar,No description available,Türkiye/İstanbul,['bar'],41.0640446,29.0101244,nodes,amenity.json
Mayotte Pub & Live Music,No description available,Türkiye/İstanbul,['pub'],41.0356039,28.9819806,nodes,amenity.json
sultan's kitchen,No description available,Türkiye/İstanbul,['restaurant'],41.0062489,28.969526,nodes,amenity.json
Namlı Kebap,No description available,Türkiye/İstanbul,['restaurant'],41.0279801,29.1911301,nodes,amenity.json
Masal Pastanesi,No description available,Türkiye/İstanbul,['cafe'],41.0217075,29.1921334,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.0268714,29.1809375,nodes,amenity.json
Salon Cafe,No description available,Türkiye/İstanbul,['restaurant'],41.0682401,29.0009827,nodes,amenity.json
Starbucks,No description available,Türkiye/İstanbul,['cafe'],41.0698156,29.0017659,nodes,amenity.json
Yücel Simit,No description available,Türkiye/İstanbul,['cafe'],41.0675022,29.0014307,nodes,amenity.json
Melita Pastanesi,No description available,Türkiye/İstanbul,['cafe'],41.0680826,29.0014065,nodes,amenity.json
Kahve Dünyası,No description available,Türkiye/İstanbul,['cafe'],41.0677024,29.0010337,nodes,amenity.json
Akademi Lezzet,No description available,Türkiye/İstanbul,['restaurant'],41.0686953,29.0019483,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.0684001,29.001605,nodes,amenity.json
İmer Cafe,No description available,Türkiye/İstanbul,['restaurant'],41.0689377,29.0020583,nodes,amenity.json
Rasathane Kebap,No description available,Türkiye/İstanbul,['restaurant'],41.0632132,29.0662247,nodes,amenity.json
Konak Pastanesi,No description available,Türkiye/İstanbul,['cafe'],41.0147577,29.1897774,nodes,amenity.json
Yeşilcam Kahve Evi,No description available,İstanbul,['cafe'],41.0138373,29.1892142,nodes,amenity.json
Big Yellow Taxi Benzin Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0174648,28.6460959,nodes,amenity.json
Hazal Esen Bahçe ,No description available,Türkiye/İstanbul,['restaurant'],41.016631,28.6442828,nodes,amenity.json
Kahve Diyarı,No description available,Türkiye/İstanbul,['cafe'],41.0163963,28.6537081,nodes,amenity.json
Papatya Roof Cafe,No description available,Türkiye/İstanbul,['cafe'],41.0182731,28.6444235,nodes,amenity.json
Saraykapı Sac Tava,No description available,Türkiye/İstanbul,['restaurant'],41.0159842,28.6493692,nodes,amenity.json
Seyidoğlu,No description available,Türkiye/İstanbul,['cafe'],41.0163808,28.6530302,nodes,amenity.json
Paribu Cineverse,No description available,Türkiye/İstanbul,['cinema'],41.0100561,28.6582639,nodes,amenity.json
Enbey Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0092783,28.6430255,nodes,amenity.json
Cafe Mod,No description available,İstanbul,['cafe'],40.9839281,29.0720712,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.0187063,28.6882801,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['fountain'],41.016118,28.6900398,nodes,amenity.json
Unknown Place,No description available,Türkiye/İstanbul,['restaurant'],41.0172452,28.6886771,nodes,amenity.json
The North Shield,No description available,Türkiye/İstanbul,['pub'],41.012196,28.6205233,nodes,amenity.json
Dönerci,No description available,Türkiye/İstanbul,['fast_food'],41.0669806,29.000747,nodes,amenity.json
Limma,No description available,Türkiye/İstanbul,['restaurant'],41.0678138,29.0067149,nodes,amenity.json
Çiftlik Restoran,No description available,Türkiye/İstanbul,['restaurant'],41.0150135,28.6734058,nodes,amenity.json
S.O.S Pizza,No description available,Türkiye/İstanbul,['fast_food'],41.0221679,28.6556997,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],41.0106873,28.6575524,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],41.0102503,28.6583141,nodes,amenity.json
Burger King,No description available,Türkiye/İstanbul,['fast_food'],41.0127195,28.6461364,nodes,amenity.json
McDonald's,No description available,Türkiye/İstanbul,['fast_food'],41.0169412,28.6272051,nodes,amenity.json
Konya Ovalı Mutfağı,No description available,Türkiye/İstanbul,['restaurant'],41.0173334,28.6273188,nodes,amenity.json
Hacı Sayid Baklava Pasta Restaurant,No description available,Türkiye/İstanbul,['restaurant'],41.0158072,28.6483156,nodes,amenity.json
Mis Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0117494,28.6545305,nodes,amenity.json
Nostalji Döner,No description available,Türkiye/İstanbul,['fast_food'],41.0118678,28.6542107,nodes,amenity.json
Urfa Ziyafet Sofrası,No description available,Türkiye/İstanbul,['fast_food'],41.0115116,28.655112,nodes,amenity.json
Görgülü Pastanesi,No description available,Türkiye/İstanbul,['cafe'],41.0115478,28.6549993,nodes,amenity.json
Saray Muhallebicisi,No description available,Türkiye/İstanbul,['cafe'],41.01045,28.6581405,nodes,amenity.json
McDonald's,No description available,Türkiye/İstanbul,['fast_food'],41.0098145,28.6584087,nodes,amenity.json
Köfteci Ramiz,No description available,Türkiye/İstanbul,['restaurant'],41.0101384,28.6586876,nodes,amenity.json
HD İskender,No description available,Türkiye/İstanbul,['restaurant'],41.0097536,28.6585645,nodes,amenity.json
Edirne Kırkpınar Lokantası,No description available,Türkiye/İstanbul,['restaurant'],41.0101384,28.6586447,nodes,amenity.json
Robert's Coffee,No description available,Türkiye/İstanbul,['cafe'],41.0096809,28.6592992,nodes,amenity.json
